RA,CODTURMA,DISCIPLINA,CURSO_TURMA,CURSO_ALUNO,STATUSRES,P1/AP1,P2/AP2,TRABALHO/AP3,ESPECIAL (SUBSTITUTIVA)/MP,MF,MEDIA FINAL/AS,TFALTAS,Total Geral,PERÍODO
1921567934,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,3.9,10,5.5,6.7,7.9,7,0,,2019.2
1921567935,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,REN - Reprovado por Nota,4.1,4.4,0,3.4,3.4,0,0,,2019.2
1921567936,01 1MACR-TD1,Macroeconomia,Administração,Administração,REN - Reprovado por Nota,3.9,4.3,4,4.1,4.1,0,4,,2019.2
1921567937,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,REN - Reprovado por Nota,3.9,8,0,4.8,4.8,0,0,,2019.2
1921567938,01 1MACR-TD1,Macroeconomia,Administração,Administração,REN - Reprovado por Nota,3.7,3.4,0,2.8,2.8,0,0,,2019.2
1921567939,01 1MACR-TD1,Macroeconomia,Administração,Administração,REN - Reprovado por Nota,4.7,4.2,0,3.6,3.6,0,0,,2019.2
1921567940,01 1MACR-TD1,Macroeconomia,Administração,Administração,REN - Reprovado por Nota,2,0,0,0.8,0.8,0,0,,2019.2
1921567941,01 1MACR-TD1,Macroeconomia,Administração,Administração,REN - Reprovado por Nota,7,5,5,5.8,5.8,1.6,0,,2019.2
1921567943,01 1MACR-TD1,Macroeconomia,Administração,Administração,REN - Reprovado por Nota,5.4,0.7,0,2.4,2.4,0,2,,2019.2
1921567944,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,9.3,9.4,9.5,9.4,9.4,0,0,,2019.2
1921567945,01 1MACR-TD1,Macroeconomia,Administração,Administração,REN - Reprovado por Nota,3.4,3.3,0,2.7,2.7,0,2,,2019.2
1921567946,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,8.9,7.4,7.5,8,8,0,0,,2019.2
1921567948,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,7,6,9.5,7.1,7.1,0,0,,2019.2
1921567950,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,6.6,7.8,9.5,7.7,7.7,0,0,,2019.2
1921567955,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,REN - Reprovado por Nota,6.3,7,6,6.5,6.5,6,0,,2019.2
1921567956,01 1MACR-TD1,Macroeconomia,Administração,Administração,APM - Aprovado por média,8.8,8,5.5,7.8,7.8,0,0,,2019.2
1921567957,01 1MACR-TD1,Macroeconomia,Administração,Administração,APM - Aprovado por média,9,7.2,4.5,7.4,7.4,0,0,,2019.2
1921567961,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,7,9,5.5,7.5,7.5,0,0,,2019.2
1921567962,01 1MACR-TD1,Macroeconomia,Administração,Administração,REN - Reprovado por Nota,5,4.6,4,4.6,4.6,0,4,,2019.2
1921567984,01 1MACR-TD1,Macroeconomia,Administração,Administração,REN - Reprovado por Nota,6.5,2.4,5,4.6,4.6,0,0,,2019.2
1921568189,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.7,7.2,8,7.2,7.2,0,0,,2019.2
1921568190,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8,6.3,8,7.3,7.3,0,0,,2019.2
1921568263,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,REN - Reprovado por Nota,2.9,7,7,5.4,5.8,4,0,,2019.2
1921568290,01 1MACR-TD1,Macroeconomia,Administração,Administração,REN - Reprovado por Nota,2.8,2.2,0,2,2,0,0,,2019.2
1921568307,01 1MACR-TD1,Macroeconomia,Administração,Administração,APM - Aprovado por média,9.4,9.3,6.5,8.8,8.8,0,0,,2019.2
1921568308,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,7,10,8.5,8.5,8.5,0,0,,2019.2
1921568309,01 1MACR-TD1,Macroeconomia,Administração,Administração,APM - Aprovado por média,8.6,6.9,6.5,7.5,7.5,0,0,,2019.2
1921568310,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,REN - Reprovado por Nota,4.9,5.1,0,4,4,0,0,,2019.2
1921568314,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,10,10,9.5,9.9,9.9,0,0,,2019.2
1921568364,01 1MACR-TD1,Macroeconomia,Administração,Administração,APM - Aprovado por média,9.4,5.9,5.5,7.2,7.2,0,0,,2019.2
1921568598,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,6.3,7.8,7.5,7.1,7.1,2,0,,2019.2
1921568743,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,REN - Reprovado por Nota,0,5,5,3,4.2,3,0,,2019.2
1921568853,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,REN - Reprovado por Nota,4.5,4,7,4.8,4.8,0,0,,2019.2
1921568974,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,8,10,8,8.8,8.8,0,0,,2019.2
1921569017,01 1MACR-TD2,Macroeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,6.6,7.8,8,7.4,7.4,0,0,,2019.2
1921569284,01 1MACR-TD1,Macroeconomia,Administração,Administração,REN - Reprovado por Nota,7.3,6,5,6.3,6.3,1.8,0,,2019.2
1921569308,01 1MACR-TD4,Macroeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,8.5,9,0,7,7,0,0,,2019.2
1811562586,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,8.1,7.5,7.5,7.7,7.7,0,0,,2019.2
1811562595,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,7.7,9.6,6.3,8.2,8.2,0,0,,2019.2
1811562596,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.2,8.2,8.5,8.7,8.7,0,0,,2019.2
1811562609,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,9.2,8.4,9,8.8,8.8,0,0,,2019.2
1811562610,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,8.5,6.8,6.2,7.4,7.4,0,0,,2019.2
1811562612,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,7.7,6.9,9.5,7.7,7.7,0,0,,2019.2
1811562615,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,9.2,9.9,6.4,8.9,8.9,0,0,,2019.2
1811562620,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,10,9,7.8,9.2,9.2,0,0,,2019.2
1811562624,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,7.3,6.6,8.2,7.2,7.2,0,0,,2019.2
1811562630,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,9.2,9.9,6.8,9,9,0,0,,2019.2
1811562631,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,9.2,7.6,7.5,8.2,8.2,0,0,,2019.2
1811562633,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,REN - Reprovado por Nota,0,0,0,0,0,0,0,,2019.2
1811562634,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,7.7,8.8,7.5,8.1,8.1,0,0,,2019.2
1811562642,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,9.2,7.3,7.3,8.1,8.1,0,0,,2019.2
1811562643,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,9.2,5.7,7.1,7.4,7.4,0,0,,2019.2
1811562650,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.5,6.2,6.8,7.2,7.2,0,0,,2019.2
1811562652,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.2,8.3,7.4,8.5,8.5,0,0,,2019.2
1811562660,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.5,6.7,6,7.3,7.3,0,0,,2019.2
1811562662,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,10,7.5,7.5,8.5,8.5,0,0,,2019.2
1811562665,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.2,8.9,7.7,8.8,8.8,0,0,,2019.2
1811562666,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.2,6.7,6.4,7.6,7.6,0,0,,2019.2
1811562667,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,2.5,0.5,0,1.2,1.2,0,0,,2019.2
1811562669,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.2,9.2,7.1,8.8,8.8,0,0,,2019.2
1811562673,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,8.8,9.1,8.2,8.8,8.8,0,0,,2019.2
1811562686,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.2,10,6.3,8.9,8.9,0,0,,2019.2
1811562689,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.2,6.3,6.8,7.6,7.6,0,0,,2019.2
1811562758,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,7.7,9,5.9,7.9,7.9,0,0,,2019.2
1811562759,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,8.5,8.5,7,8.2,8.2,0,0,,2019.2
1811562761,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,6.2,8.2,6,7,7,0,0,,2019.2
1811562762,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,7.7,8,7.5,7.8,7.8,0,0,,2019.2
1811562763,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,8.1,6.7,7.5,7.4,7.4,0,0,,2019.2
1811562764,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,9.2,7.1,5.3,7.6,7.6,0,0,,2019.2
1811562768,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,8.1,7.7,6.7,7.7,7.7,0,0,,2019.2
1811562778,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.2,7.2,8.2,8.2,8.2,0,0,,2019.2
1811562782,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.7,7.4,6.6,7.4,7.4,0,0,,2019.2
1811562784,04 1MCAP-MT1,Mercado de Capitais,Administração,Ciências Econômicas,APM - Aprovado por média,8.1,6.8,7.9,7.5,7.5,0,0,,2019.2
1811562785,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,10,7.8,8.5,8.8,8.8,0,0,,2019.2
1811562791,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,6.6,5.6,6.2,6.1,6.1,0,0,,2019.2
1811562798,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,10,6.7,6.6,8,8,0,0,,2019.2
1811562854,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,8.5,7.8,9,8.3,8.3,0,0,,2019.2
1811563331,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Administração,APM - Aprovado por média,8.5,9.6,9.6,9.2,9.2,0,0,,2019.2
1811563668,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,9.2,8.6,6.8,8.5,8.5,0,0,,2019.2
1811563801,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.8,9.3,7.7,8.8,8.8,0,0,,2019.2
1811563804,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.7,7.4,7.7,7.6,7.6,0,0,,2019.2
1811563822,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,9.2,7.2,7.5,8.1,8.1,0,0,,2019.2
1811563839,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.2,7.7,7.1,8.2,8.2,0,0,,2019.2
1811563861,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7,6.4,8.3,7,7,0,0,,2019.2
1811563869,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,10,10,10,10,10,0,0,,2019.2
1811563885,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.2,8.5,7.4,8.6,8.6,0,0,,2019.2
1811563915,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,9.2,6.5,7.1,7.7,7.7,0,0,,2019.2
1811563963,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,7.7,6.5,7.1,7.1,7.1,0,0,,2019.2
1811563969,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,7.3,8.1,7.1,7.6,7.6,0,0,,2019.2
1811564011,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,7.3,7.3,6.8,7.2,7.2,0,0,,2019.2
1811564012,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,8.5,6.4,5.6,7.1,7.1,0,0,,2019.2
1811564021,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,7.3,7.8,8.8,7.8,7.8,0,0,,2019.2
1811564067,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,7.7,9.8,5.7,8.1,8.1,0,0,,2019.2
1811564869,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.5,6.8,7.5,7.6,7.6,0,0,,2019.2
1821568662,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,6.2,6.7,5.2,6.2,6.2,0,0,,2019.2
1911563256,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Administração,APM - Aprovado por média,6.2,8.1,6.8,7.1,7.1,0,0,,2019.2
1911563290,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,APM - Aprovado por média,8.1,7.4,7.1,7.6,7.6,0,0,,2019.2
1921568191,04 1MCAP-TD1,Mercado de Capitais,Ciências Econômicas,Administração,REN - Reprovado por Nota,6.2,6.8,5.7,6.3,6.3,0,0,,2019.2
1921568746,04 1MCAP-MT1,Mercado de Capitais,Administração,Administração,REN - Reprovado por Nota,5.3,8,6.6,6.6,6.6,0,0,,2019.2
1811562596,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,9.4,6,8,8,0,0,,2019.2
1811562639,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.7,7.4,7,7.4,7.4,0,0,,2019.2
1811562650,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.3,8.1,6.5,7.5,7.5,0,0,,2019.2
1811562652,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.3,7.8,5,7.8,7.8,0,0,,2019.2
1811562658,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.5,6.9,8.5,7.1,7.1,0,0,,2019.2
1811562660,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7,8.5,9,8,8,0,0,,2019.2
1811562662,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.3,9.3,8.5,8.7,8.7,0,0,,2019.2
1811562665,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.1,8.3,8.5,7.9,7.9,0,0,,2019.2
1811562666,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,6.5,5.4,7.5,6.3,6.3,4.7,0,,2019.2
1811562686,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.3,8.9,7,7.1,7.1,0,0,,2019.2
1811562689,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6,7.8,9,7.3,7.3,0,0,,2019.2
1811562775,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5,8.6,5.5,6.5,6.7,5.3,0,,2019.2
1811562778,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.6,7.2,8,7.1,7.1,0,0,,2019.2
1811562782,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4,5.8,6.5,5.2,5.8,5.5,0,,2019.2
1811562785,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.4,9.3,9.5,9,9,0,0,,2019.2
1811562798,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,3.1,7.4,7,5.6,6.5,5.3,0,,2019.2
1811563801,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.1,9.3,7,8,8,0,0,,2019.2
1811563804,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.5,8.7,7,6.7,6.7,4,0,,2019.2
1811563839,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,4,7.6,7.5,6.1,7.1,6.3,0,,2019.2
1811563861,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.4,8.9,6,7.3,7.3,0,0,,2019.2
1811563869,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.7,9.4,9,9.4,9.4,0,0,,2019.2
1811563885,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6,8.5,6,7,7,0,0,,2019.2
1811564869,04 1MCEF-MT1,Mercados e Eficiência ,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.8,8.1,8,7.2,7.2,0,0,,2019.2
1811562610,02 1MECC-MT1,Mercados e Concorrência,Administração,Administração,APM - Aprovado por média,6.8,7.9,7,7.3,7.3,0,0,,2019.2
1811562614,02 1MECC-TD2,Mercados e Concorrência,Ciências Econômicas,Administração,REN - Reprovado por Nota,7,5.3,4.5,5.8,6.1,6,0,,2019.2
1811562617,02 1MECC-MT1,Mercados e Concorrência,Administração,Administração,REN - Reprovado por Nota,4.7,4,5.5,4.6,4.6,3,0,,2019.2
1811562659,02 1MECC-MT2,Mercados e Concorrência,Administração,Administração,REN - Reprovado por Nota,5.4,5.4,6.5,5.6,5.6,4.3,0,,2019.2
1811562678,02 1MECC-TD2,Mercados e Concorrência,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7,7.6,8,7.4,7.4,0,0,,2019.2
1811562759,02 1MECC-MT1,Mercados e Concorrência,Administração,Administração,APM - Aprovado por média,7.5,8,6.5,7.5,7.5,0,0,,2019.2
1811562783,02 1MECC-MT2,Mercados e Concorrência,Administração,Ciências Econômicas,APM - Aprovado por média,4.3,8.7,6.5,6.5,7.9,7.7,0,,2019.2
1811564010,02 1MECC-TD2,Mercados e Concorrência,Ciências Econômicas,Administração,REN - Reprovado por Nota,5.3,5.3,7,5.6,5.7,5.4,0,,2019.2
1821568468,02 1MECC-MT2,Mercados e Concorrência,Administração,Ciências Econômicas,REN - Reprovado por Nota,2.6,6.7,7.5,5.2,6.3,5.4,0,,2019.2
1821568494,02 1MECC-TD2,Mercados e Concorrência,Ciências Econômicas,Administração,APM - Aprovado por média,8.8,7.8,8.5,8.3,8.3,0,0,,2019.2
1821568501,02 1MECC-TD2,Mercados e Concorrência,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,3.5,3,3.5,3.3,3.3,0,0,,2019.2
1821568508,02 1MECC-MT1,Mercados e Concorrência,Administração,Administração,REN - Reprovado por Nota,7,5.2,5.5,6,6.3,6,3,,2019.2
1821568605,02 1MECC-TD1,Mercados e Concorrência,Ciências Econômicas,Administração,APM - Aprovado por média,6.5,6,5,6,7,8.5,0,,2019.2
1821568621,02 1MECC-MT1,Mercados e Concorrência,Administração,Ciências Econômicas,REN - Reprovado por Nota,4.2,0,0,1.7,1.7,0,2,,2019.2
1821568628,02 1MECC-MT2,Mercados e Concorrência,Administração,Ciências Econômicas,REN - Reprovado por Nota,2.2,1.5,6,2.7,2.8,1.7,0,,2019.2
1821568658,02 1MECC-MT2,Mercados e Concorrência,Administração,Ciências Econômicas,APM - Aprovado por média,6.6,9.3,6.5,7.7,7.7,0,0,,2019.2
1821568662,02 1MECC-MT1,Mercados e Concorrência,Administração,Ciências Econômicas,REN - Reprovado por Nota,6.4,4,5,5.2,5.6,5,0,,2019.2
1821568669,02 1MECC-MT1,Mercados e Concorrência,Administração,Ciências Econômicas,REN - Reprovado por Nota,6.8,3.2,4.5,4.9,5.2,4,3,,2019.2
1821568723,02 1MECC-MT1,Mercados e Concorrência,Administração,Administração,REN - Reprovado por Nota,7.5,0,0,3,3,0,0,,2019.2
1821568749,02 1MECC-TD2,Mercados e Concorrência,Ciências Econômicas,Administração,REN - Reprovado por Nota,2.7,0.8,4.5,2.3,2.3,0,0,,2019.2
1821568754,02 1MECC-TD1,Mercados e Concorrência,Ciências Econômicas,Administração,APM - Aprovado por média,8.7,9,7.5,8.6,8.6,0,2,,2019.2
1821568766,02 1MECC-TD1,Mercados e Concorrência,Ciências Econômicas,Administração,REN - Reprovado por Nota,7.4,4,5.5,5.7,6.1,5,0,,2019.2
1821568801,02 1MECC-MT1,Mercados e Concorrência,Administração,Administração,APM - Aprovado por média,8.2,8,6,7.7,7.7,0,4,,2019.2
1821568802,02 1MECC-TD2,Mercados e Concorrência,Ciências Econômicas,Administração,REN - Reprovado por Nota,1.1,0,0,0.4,0.4,0,0,,2019.2
1821568807,02 1MECC-MT1,Mercados e Concorrência,Administração,Administração,REN - Reprovado por Nota,6,0,0,2.4,2.4,0,7,,2019.2
1821568809,02 1MECC-TD2,Mercados e Concorrência,Ciências Econômicas,Administração,APM - Aprovado por média,6.7,8.9,7,7.6,7.6,0,0,,2019.2
1821568834,02 1MECC-MT1,Mercados e Concorrência,Administração,Administração,APM - Aprovado por média,6.8,9.1,5.5,7.5,7.5,0,0,,2019.2
1821568840,02 1MECC-MT2,Mercados e Concorrência,Administração,Administração,REN - Reprovado por Nota,7.7,6.1,5.5,6.6,6.6,5.4,0,,2019.2
1821568845,02 1MECC-TD2,Mercados e Concorrência,Ciências Econômicas,Administração,REN - Reprovado por Nota,1.1,4.5,4,3,3,0,0,,2019.2
1821569014,02 1MECC-MT1,Mercados e Concorrência,Administração,Ciências Econômicas,APM - Aprovado por média,8.2,6.9,5,7,7,0,0,,2019.2
1821569939,02 1MECC-MT1,Mercados e Concorrência,Administração,Ciências Econômicas,REN - Reprovado por Nota,4.6,5.3,5.5,5.1,5.1,3,15,,2019.2
1821569978,02 1MECC-MT1,Mercados e Concorrência,Administração,Administração,REN - Reprovado por Nota,7.5,5.3,6.5,6.4,6.4,4,0,,2019.2
1911561618,02 1MECC-MT1,Mercados e Concorrência,Administração,Administração,REN - Reprovado por Nota,4.3,4.5,6,4.7,6,7.5,0,,2019.2
1911561986,02 1MECC-MT1,Mercados e Concorrência,Administração,Ciências Econômicas,REN - Reprovado por Nota,0,0,0,0,0,0,10,,2019.2
1911562290,02 1MECC-TD1,Mercados e Concorrência,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,8.5,7,7.8,7.8,7.5,0,,2019.2
1911562293,02 1MECC-TD2,Mercados e Concorrência,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.6,9.1,7,8.1,8.1,0,0,,2019.2
1911562305,02 1MECC-TD1,Mercados e Concorrência,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.5,9.4,6.5,8.1,8.1,0,0,,2019.2
1911562307,02 1MECC-MT1,Mercados e Concorrência,Administração,Ciências Econômicas,REN - Reprovado por Nota,3.6,3.3,0,2.8,2.8,0,3,,2019.2
1911562314,02 1MECC-MT1,Mercados e Concorrência,Administração,Ciências Econômicas,APM - Aprovado por média,7.6,9,7,8,8,0,1,,2019.2
1911562316,02 1MECC-TD1,Mercados e Concorrência,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.7,7.6,7.5,8.4,8.4,0,0,,2019.2
1911562318,02 1MECC-TD2,Mercados e Concorrência,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4.3,8.5,7,6.5,6.6,4.5,0,,2019.2
1911562319,02 1MECC-TD1,Mercados e Concorrência,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.4,6.6,7,7,7,0,2,,2019.2
1911562321,02 1MECC-TD1,Mercados e Concorrência,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.5,9.2,7.5,9,9,0,0,,2019.2
1911562351,02 1MECC-TD1,Mercados e Concorrência,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.6,7.9,7,7.2,7.2,0,0,,2019.2
1911562361,02 1MECC-MT1,Mercados e Concorrência,Administração,Ciências Econômicas,APM - Aprovado por média,6.4,6.3,6.5,6.4,7,7.8,0,,2019.2
1911562365,02 1MECC-MT1,Mercados e Concorrência,Administração,Ciências Econômicas,APM - Aprovado por média,6.4,5,7,6,7,7.5,1,,2019.2
1911562368,02 1MECC-TD2,Mercados e Concorrência,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.2,8.5,7.5,8.6,8.6,0,0,,2019.2
1911562373,02 1MECC-TD1,Mercados e Concorrência,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.5,9,6.5,8.3,8.3,0,1,,2019.2
1911562378,02 1MECC-MT1,Mercados e Concorrência,Administração,Ciências Econômicas,APM - Aprovado por média,7.2,8,6.5,7.4,7.4,0,0,,2019.2
1911562476,02 1MECC-TD2,Mercados e Concorrência,Ciências Econômicas,Administração,APM - Aprovado por média,8.3,7.5,7.5,7.8,7.8,0,0,,2019.2
